#	Youtube	HTTP-Progressive	HLS	RTMP	RTP 	RTCP	RTSP	HTTP 	HTTPS 	DNS
2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.29	0.00	0.00
10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	75.48	26.88	100.00
25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	85.16	67.74	100.00
50	0.00	3.57	0.00	0.00	0.00	0.00	0.00	92.90	80.65	100.00
100	16.67	7.14	0.00	0.00	0.00	0.00	100.00	96.77	86.02	100.00
250	36.67	7.14	0.00	0.00	0.00	0.00	100.00	99.35	96.77	100.00
