#	Youtube	HTTP-Progressive	HLS	RTMP	RTP 	RTCP	RTSP	HTTP 	HTTPS 	DNS
2	88.24   44.71	93.33 	88.89	90.91	97.87	97.96	2.50	0.00	97.40
10 	85.71	62.69	100.00	88.89 	90.53	97.87	100.00	0.00	0.00	0.00
25 	85.71	75.76	100.00	88.89 	94.51	97.87	100.00	0.00	0.00	0.00
50 	86.96	87.27	100.00	88.89 	94.51	97.87	100.00	0.00	0.00	0.00
100	86.21	92.00	100.00	88.89 	94.51	97.87	0.00	0.00	0.00	0.00
250	97.44	93.88	100.00	88.89 	94.51	97.87	0.00	0.00	0.00	0.00
