#	Youtube	HTTP-Progressive	HLS	RTMP	RTP 	RTCP	RTSP	HTTP 	HTTPS
0.01	0.00	0.00	93.33	0.00	72.00	92.13	100.00	0.00	0.00	0.00
0.025	94.92	50.00	93.33	0.00	86.02	97.87	100.00	0.00	0.00	0.00
0.05	85.71	62.69	100.0	88.89	90.53	97.87	100.0	0.00	0.00	0.00
0.075	81.08	64.10	100.00	93.33	96.77	100.00	97.96	0.00	0.00	0.00
0.1	78.87	42.37	100.00	93.33	25.45	100.00	94.12	3.64	5.71	0.00
